id,Adresse,Annee_construction,Superficie,GES,Electricite_GJ_moyenne_5_ans,Gaz_naturel_GJ_moyenne_5_ans,Mazout_GJ_moyenne_5_ans,Conso_totale_GJ,GES_m2
57,75 Rue Ontario,1963,,141.065,1027.9406,2769.3999999999996,,3797.3405999999995,
747,75 Rue Square-Sir-George-Étienne-Cartier,1958,,105.01,675.3,2063.7,,2739.0,
747,75 Rue du Square-Sir-George-Étienne-Cartier (,1958,5591.0,104.44,,,,0.0,0.01868002146306564
6574,7500 Rue Saint-Denis,0,5100.0,0.07,,,,0.0,1.3725490196078432e-05
1867,7501 Av. Rondeau,1976,,0.7033333333333335,2785.1664266666667,,,2785.1664266666667,
194,7601 Rue François-Perrault,1968,2437.0,0.64,2095.8119,,,2095.8119,0.00026261797291752154
3209,7644 rue Édouard,0,2469.0,24.927500000000002,1955.2104266666665,447.4666666666667,,2402.6770933333332,0.010096192790603484
3031,7650 Boul. Châteauneuf,1976,,130.8,5523.55236,2551.5,,8075.05236,
3031,7650 Boulevard Châteauneuf (ANJ),1976,5844.0,158.68,,,,0.0,0.027152635181382615
321,7650 Boulevard Maurice-Duplessis,2004,2070.0,37.15,2489.7,1171.3,,3661.0,0.017946859903381643
3151,7655 Colbert,2005,2788.0,0.0,,,,0.0,0.0
3151,7655 Rue Colbert,1985,,486.85,1030.63308,9572.25,,10602.88308,
2619,7675 Rue Colbert,2010,,0.305,1096.3405,,,1096.3405,
3687,7700 Boulevard Langelier,1999,8095.0,207.845,4417.6,3591.4,,8009.0,0.0256757257566399
2,775 Rue Gosford,1913,25395.0,674.43,,,,0.0,0.026557590076786767
3149,7755 rue Colbert,1975,3180.0,121.93,17139.5,2989.0,,20128.5,0.038342767295597484
3109,777 boul. Marcel-Laurin,1956,6495.0,2.0025,7241.923239999999,,,7241.923239999999,0.0003083140877598152
1062,7800 Boul. Métropolitain E,2013,,0.595,2067.41118,,,2067.41118,
1062,"7800, Boul. Métropolitain Est, Anjou",2013,2788.0,0.75,,,,0.0,0.0002690100430416069
626,7959 16e Avenue,1961,2590.0,171.24,,,,0.0,0.06611583011583012
626,7959 Av. 16e,1961,,191.44,945.41076,3762.6,,4708.01076,
455,8000 Rue De Normanville,1958,3415.0,90.86,,,,0.0,0.02660614934114202
455,8000 Rue Normanville,1958,,80.75,1265.2978,1581.4,,2846.6978,
190,8100 Boulevard Saint-Michel,1968,2818.0,73.235,668.3374133333333,1388.2333333333333,,2056.5707466666668,0.025988289567068844
811,8105 Rue Hochelaga,1987,4970.0,0.8066666666666666,2304.7817,,,2304.7817,0.00016230717639168342
3114,820 Rue Saint-Germain,1961,3591.0,103.90750000000001,1833.8295600000001,1877.6000000000001,,3711.4295600000005,0.028935533277638543
8091,8200 Av. Chénier,1967,,114.07333333333334,4557.919573333334,2221.1666666666665,,6779.0862400000005,
3144,8400 -8420 Lacordaire,1974,2947.0,0.75,,,,0.0,0.00025449609772650153
3144,8400 boul. Lacordaire,1972,,581.895,17054.78656,11352.45,,28407.23656,
2558,85 Rue Notre-Dame E,1905,5763.0,37.9,,,,0.0,0.0065764358840881484
608,850 Avenue Émile-Journault,1981,3917.0,202.07,,,,0.0,0.05158794996170538
3685,855 Boulevard Crémazie E,1991,9029.0,180.46250000000003,9388.53464,3398.0,,12786.53464,0.019986986377228934
64,8650 Avenue Querbes,1979,3772.0,129.0533333333333,2782.62262,2964.6,,5747.2226200000005,0.03421350300459526
3073,8681 boul Champlain,0,5016.0,211.24,7522.320733333334,4517.833333333333,,12040.154066666666,0.04211323763955343
3035,8750 Av. Chaumont,1975,,230.69000000000003,3756.1797600000004,4519.833333333333,,8276.013093333333,
