id,Adresse,Annee_construction,Superficie,GES,Electricite_GJ_moyenne_4_ans,Gaz_naturel_GJ_moyenne_4_ans,Mazout_GJ_moyenne_4_ans,Conso_totale_GJ,GES_m2,latitude,longitude,ID_source,indice_structurel,indice_thermique,indice_hydrique,indice_vegetation,indice_global,geometry,ADIDU,NOTESOC,CentSoc,QuintSoc,indice_social_norm,indice_renouvelable,indice_resilience
3089,11212 Av Garon,1963.0,8334.01,45.615,2733.76584,1792.308,0.0,0.10130409875274361,0.04701454266188795,45.5948599,-73.63787889999999,31574.0,0.17961799626561,0.4619565217391305,0.18478260869565216,0.6980338257341212,0.20241080120954003,POINT (-73.63787889999999 45.5948599),24662720,0.00531831410342622,57.0,3.0,0.45610926367850796,0.6988826389095792,0.6751717056491775
4109,4242 Place De L'Hôtel-De-Ville,,2966.0,1.2,2884.3704,0.0,0.0,0.06455894317470759,0.003475270815062865,45.594183,-73.63781929999999,31576.0,0.21259776119668433,0.5982142857142857,0.2767857142857143,0.7051496676962501,0.38788514086907067,POINT (-73.63781929999999 45.594183),24662720,0.00531831410342622,57.0,3.0,0.45610926367850796,1.0,0.6892657739376991
1112,"14 150, Boul Gouin O",,2429.0,17.46,1770.9804,334.666,0.0,0.047129282107328384,0.061744073530380264,45.5496116,-73.6764333,30886.0,0.277448507837305,0.3933333333333333,0.66,0.561880586651752,0.43016155343538165,POINT (-73.6764333 45.5496116),24662523,0.0168608755682038,66.0,4.0,0.5115992610538826,0.8791432425232397,0.6318740434916402
3100,"13 665, Boul De Pierrefonds",1932.0,2299.0,0.89,2140.8984,0.0,0.0,0.0479183041638558,0.003325290481859754,45.48243120000001,-73.8618003,33187.0,0.21716863417563168,0.855072463768116,0.7898550724637681,0.567425154018148,0.8022712347186424,POINT (-73.8618003 45.48243120000001),24663045,-0.00701685690400887,46.0,3.0,0.3968088554531694,1.0,0.6372980557312582
3101,"13 555, Boul De Pierrefonds",1983.0,4599.0,54.09,2277.0684,1063.81,0.0,0.07477665794213116,0.10102575987807887,45.48243120000001,-73.8618003,33187.0,0.21716863417563168,0.855072463768116,0.7898550724637681,0.567425154018148,0.8022712347186424,POINT (-73.8618003 45.48243120000001),24663045,-0.00701685690400887,46.0,3.0,0.3968088554531694,0.7578702312948378,0.5916366786873967
3161,5115 Rue Des Galets,1983.0,2857.0,329.25,0.0,6590.796,0.0,0.14751740083038228,0.9899063202774999,45.5846672,-73.5994791,23617.0,0.1882478874523272,0.9707792207792207,0.4959415584415584,0.6859122438626741,0.7599073512012747,POINT (-73.5994791 45.5846672),24660389,0.0179383497490969,67.0,4.0,0.5167791372583317,0.23959530906452053,0.39026147840716613
3144,8400 -8420 Lacordaire,1979.0,2947.0,0.75,1794.6684,0.0,0.0,0.04016886848271754,0.0021860479380465692,45.586654,-73.5975235,23617.0,0.1882478874523272,0.9707792207792207,0.4959415584415584,0.6859122438626741,0.7599073512012747,POINT (-73.5975235 45.586654),24660389,0.0179383497490969,67.0,4.0,0.5167791372583317,1.0,0.5864523423990219
1333,13001 Boul. Cavendish,1981.0,12394.01,444.52055677,6208.723320000001,8740.296999999999,0.0,0.33459397356054865,0.3080764926037842,45.5067578,-73.71113009999999,35284.0,0.1661940226581584,0.5214521452145214,0.5726072607260726,0.5881012438524147,0.3939149329364252,POINT (-73.71113009999999 45.5067578),24663424,0.0115681285170263,62.0,4.0,0.48615477709990257,0.5554114786988733,0.5632510617052697
3110,1375 Rue Grenet,1993.0,9105.01,308.20244325600004,4292.90057,6062.327499999999,0.0,0.231774178701968,0.2907596945734733,45.5143342,-73.6909283,24155.0,0.1904322091343579,0.7555555555555555,0.5611111111111111,0.6083059804186621,0.5988882246869526,POINT (-73.6909283 45.5143342),24660580,-0.0616607755444429,5.0,1.0,0.13411232044309512,0.5548314109717956,0.707200865991173
3112,2345 Boul. Thimens,1968.0,6707.01,129.18,5359.3,2523.45,0.0,0.17643434744387415,0.16544166044398695,45.5077234,-73.7012713,35147.0,0.1924200062566193,0.46737967914438505,0.5882352941176471,0.6466746892190303,0.40647707676475797,POINT (-73.7012713 45.5077234),24663419,0.0166732301925021,66.0,4.0,0.5106971700026925,0.7565769284398038,0.6012018383200831
3109,777 Boul. Marcel-Laurin,1956.0,6495.01,2.0025000000000004,6748.65993,0.0,0.0,0.1510507641204112,0.0026483248432317176,45.5070202,-73.68208039999999,24269.0,0.20429955058161187,0.7061855670103093,0.5025773195876289,0.5488981894408459,0.5200026760501913,POINT (-73.68208039999999 45.5070202),24660606,0.0338092585651681,79.0,4.0,0.5930773394585982,1.0,0.5879333633883894
850,2727 Boul. Thimens,2013.0,6500.01,1.408732998,4757.32255,0.0,0.0,0.10647998473746818,0.0018616293471821123,45.5040943,-73.7054605,35147.0,0.1924200062566193,0.46737967914438505,0.5882352941176471,0.6466746892190303,0.40647707676475797,POINT (-73.7054605 45.5040943),24663419,0.0166732301925021,66.0,4.0,0.5106971700026925,1.0,0.6552303785893534
849,2385 Boulevard Thimens,2017.0,13489.01,295.382400554,11579.57276,5772.767,0.0,0.3883858732269819,0.1880975300982203,45.5076977,-73.703289,35147.0,0.1924200062566193,0.46737967914438505,0.5882352941176471,0.6466746892190303,0.40647707676475797,POINT (-73.703289 45.5076977),24663419,0.0166732301925021,66.0,4.0,0.5106971700026925,0.7470289789624582,0.5821740912406808
3132,4555 Rue De Verdun,1958.0,6203.0,126.39,1825.9992,2514.84,0.0,0.09715811507542277,0.1750207282342883,45.45917679999999,-73.5733717,26103.0,0.21409615199970874,0.897887323943662,0.6197183098591549,0.7591658633394479,0.819048811550431,POINT (-73.5733717 45.45917679999999),24661178,0.0512028538653634,89.0,5.0,0.6766957425748745,0.5594639550453329,0.4113485464110481
864,10851 Av. Saint-Charles,1986.0,6209.01,1.6118475146666666,6223.0163600000005,0.0,0.0,0.13928563389796114,0.0022298731001224492,45.56173099999999,-73.6679061,31080.0,0.20154919474043087,0.3532608695652174,0.37907608695652173,0.49283829949668234,0.15892837899358014,POINT (-73.6679061 45.56173099999999),24662575,0.031268301298354,77.0,4.0,0.580861878228722,1.0,0.6671697220620667
3237,1177 Rue Dupuis,1990.0,7902.01,265.84006933333336,3803.70812,5210.733333333334,0.0,0.2017642441267166,0.28897576390003993,45.46762469999999,-73.5774984,26115.0,0.24337417154476773,0.5887096774193549,0.37419354838709673,0.6959548882190985,0.45502470158242236,POINT (-73.5774984 45.46762469999999),24661184,0.0234831789764056,71.0,4.0,0.5434354873422504,0.5604535133549089,0.5345398424136198
