id,Adresse,categorie_finale,indice_resilience,indice_global,indice_renouvelable,indice_importance,rang_final
110,1600 Rue Drucourt,Vulnérable – priorité élevée,0.5975940430617019,0.5854773839641321,0.6570802352600005,0.5146382153911622,124.0
610,4988 Rue Vézina,Priorité moyenne,0.6223519915630165,0.688859519568006,0.8191582237789485,0.513165577059948,125.0
2464,4880 Avenue Van Horne,Vulnérable – priorité élevée,0.6133125842383962,0.5144475865353408,0.4903512653751223,0.5125746168147075,126.0
1078,8850 Avenue Dubuisson,Vulnérable – priorité élevée,0.6202361125469785,0.5513334732209205,0.5574093382037568,0.510399525202188,127.0
480,8780 Avenue Dubuisson,Vulnérable – priorité élevée,0.5913340145230152,0.5513334732209205,0.6195634269617183,0.5090731628210091,128.0
3207,1925 Rue Saint-Antoine,Priorité moyenne,0.5904685559642662,0.6144029081511799,0.7507041597501289,0.50807579121601,129.0
1303,251 Avenue Des Pins O,Priorité moyenne,0.5485157189852164,0.6948166890581986,1.0,0.5066845691002312,130.0
482,11301 Boulevard De L' Acadie,Vulnérable – priorité élevée,0.5977207444416878,0.5484348577982039,0.6110847713951055,0.5059959154910371,131.0
315,10560 Rue Saint-Hubert,Priorité moyenne,0.5916628149712049,0.5498435215092773,0.6292113424220147,0.5050221937077567,132.0
2406,3444 Rue Saint-Joseph E,Priorité moyenne,0.5961730768228317,0.4353134404232444,0.413558522377688,0.49818352445512615,133.0
175,2235 Rue Michel-Jurdant,Vulnérable – priorité élevée,0.6007313948781279,0.4706107681442212,0.4781153848049646,0.4972447285049286,134.0
2406,3444 Boul. Saint-Joseph E,Priorité moyenne,0.6371799130950934,0.7670714164460135,1.0,0.4966774720032657,135.0
1333,13001 Boul. Cavendish,Vulnérable – priorité élevée,0.6102194106443599,0.5167715185327104,0.5554114786988733,0.4960401103070988,136.0
98,4200 Rue Ontario E,Priorité moyenne,0.5730051112642249,0.7006854301406922,1.0,0.49532901028236137,137.0
3206,2901 Boul. Saint-Joseph,Priorité moyenne,0.5110558080383976,0.4306736401259199,0.6239183423501309,0.483119065944639,138.0
44,999 Rue Louvain E,Vulnérable – priorité élevée,0.6248952574600934,0.5030976318887327,0.552323144425827,0.47969308882987777,139.0
276,6750 Rue De Marseille,Priorité moyenne,0.6124937096698175,0.5483255288061801,0.6771132591104239,0.4767868427483642,140.0
240,500 Boulevard Rosemont,Priorité moyenne,0.6608103847272203,0.6803950674693483,0.8472925756228422,0.47597161614214495,141.0
